Date,"Patricia Pepper","Adrián Babič","Germán Chaves","Tijl De Decker","Kelly Catlin","Lieuwe Westra","Vicente López Carril","Chris Anker Sørensen","Ethan Boyes","Arturo Grávalos"
2019-09-06,0,0,0,0,124,1,3,12,0,0
2019-09-07,0,0,0,0,135,3,2,10,0,0
2019-09-08,0,0,0,0,147,2,3,13,0,0
2019-09-09,0,0,0,0,123,8,0,33,0,0
2019-09-10,0,0,0,0,220,6,0,8,0,0
2019-09-11,0,0,0,0,197,9,1,15,0,0
2019-09-12,0,0,0,0,163,2,2,11,0,0
2019-09-13,0,0,0,0,118,4,1,8,0,0
2019-09-14,0,0,0,0,143,5,2,6,0,0
2019-09-15,0,0,0,0,106,2,1,10,0,0
2019-09-16,0,0,0,0,168,1,0,10,0,0
2019-09-17,0,0,0,0,144,4,1,6,0,0
2019-09-18,0,0,0,0,113,3,1,7,0,0
2019-09-19,0,0,0,0,102,4,2,3,0,0
2019-09-20,0,0,0,0,123,1,2,1,0,0
2019-09-21,0,0,0,0,120,2,3,2,0,0
2019-09-22,0,0,0,0,109,5,3,2,0,0
2019-09-23,0,0,0,0,123,5,2,8,0,0
2019-09-24,0,0,0,0,161,0,0,4,0,0
2019-09-25,0,0,0,0,151,5,2,10,0,0
2019-09-26,0,0,0,0,143,14,1,4,0,0
2019-09-27,0,0,0,0,184,1,3,7,0,0
2019-09-28,0,0,0,0,166,1,2,8,0,0
2019-09-29,0,0,0,0,120,3,3,33,0,0
2019-09-30,0,0,0,0,121,2,3,18,0,0
2019-10-01,0,0,0,0,135,5,11,8,0,0
2019-10-02,0,0,0,0,99,3,1,11,0,0
2019-10-03,0,0,0,0,132,2,1,6,0,0
2019-10-04,0,0,0,0,103,2,2,3,0,0
2019-10-05,0,0,0,0,114,1,1,10,0,0
2019-10-06,0,0,0,0,114,1,0,11,0,0
2019-10-07,0,0,0,0,123,2,0,7,0,0
2019-10-08,0,0,0,0,104,5,2,5,0,0
2019-10-09,0,0,0,0,203,6,3,3,0,0
2019-10-10,0,0,0,0,139,7,2,4,0,0
2019-10-11,0,0,0,0,117,2,4,8,0,0
2019-10-12,0,0,0,0,132,5,0,6,0,0
2019-10-13,0,0,0,0,125,1,0,19,0,0
2019-10-14,0,0,0,0,151,8,0,10,0,0
2019-10-15,0,0,0,0,156,1,3,11,0,0
2019-10-16,0,0,0,0,118,2,1,3,0,0
2019-10-17,0,0,0,0,186,2,1,7,0,0
2019-10-18,0,0,0,0,172,19,4,7,0,0
2019-10-19,0,0,0,0,170,12,0,3,0,0
2019-10-20,0,0,0,0,150,2,0,7,0,0
2019-10-21,0,0,0,0,227,5,0,6,0,0
2019-10-22,0,0,0,0,232,5,0,7,0,0
2019-10-23,0,0,0,0,156,6,0,4,0,0
2019-10-24,0,0,0,0,155,6,2,3,0,0
2019-10-25,0,0,0,0,123,5,2,3,0,0
2019-10-26,0,0,0,0,111,1,0,5,0,0
2019-10-27,0,0,0,0,122,0,1,4,0,0
2019-10-28,0,0,0,0,118,6,2,4,0,0
2019-10-29,0,0,0,0,131,3,1,4,0,0
2019-10-30,0,0,0,0,109,6,1,6,0,0
2019-10-31,0,0,0,0,103,5,1,8,0,0
2019-11-01,0,0,0,0,136,2,4,4,0,0
2019-11-02,0,0,0,0,111,2,2,1,0,0
2019-11-03,0,0,0,0,588,1,0,0,0,0
2019-11-04,0,0,0,0,187,2,0,5,0,0
2019-11-05,0,0,0,0,123,1,2,4,0,0
2019-11-06,0,0,0,0,83,5,1,6,0,0
2019-11-07,0,0,0,0,134,3,1,2,0,0
2019-11-08,0,0,0,0,90,1,0,5,0,0
2019-11-09,0,0,0,0,157,5,2,4,0,0
2019-11-10,0,0,0,0,142,3,4,9,0,0
2019-11-11,0,0,0,0,160,1,2,2,0,0
2019-11-12,0,0,0,0,132,1,1,12,0,0
2019-11-13,0,0,0,0,126,4,5,6,0,0
2019-11-14,0,0,0,0,123,2,1,5,0,0
2019-11-15,0,0,0,0,107,0,2,5,0,0
2019-11-16,0,0,0,0,114,8,2,15,0,0
2019-11-17,0,0,0,0,111,5,1,4,0,0
2019-11-18,0,0,0,0,109,3,3,9,0,0
2019-11-19,0,0,0,0,105,2,5,7,0,0
2019-11-20,0,0,0,0,114,2,3,6,0,0
2019-11-21,0,0,0,0,118,3,1,5,0,0
2019-11-22,0,0,0,0,130,6,1,3,0,0
2019-11-23,0,0,0,0,121,2,2,5,0,0
2019-11-24,0,0,0,0,135,3,0,5,0,0
2019-11-25,0,0,0,0,127,2,3,3,0,0
2019-11-26,0,0,0,0,114,2,1,7,0,0
2019-11-27,0,0,0,0,111,0,1,3,0,0
2019-11-28,0,0,0,0,113,4,4,4,0,0
2019-11-29,0,0,0,0,84,1,1,4,0,0
2019-11-30,0,0,0,0,109,4,2,5,0,0
2019-12-01,0,0,0,0,113,2,3,3,0,0
2019-12-02,0,0,0,0,120,1,4,1,0,0
2019-12-03,0,0,0,0,117,2,0,4,0,0
2019-12-04,0,0,0,0,126,3,1,1,0,0
2019-12-05,0,0,0,0,154,1,0,6,0,0
2019-12-06,0,0,0,0,121,3,1,5,0,0
2019-12-07,0,0,0,0,106,1,11,8,0,0
2019-12-08,0,0,0,0,122,2,2,6,0,0
2019-12-09,0,0,0,0,155,0,0,4,0,0
2019-12-10,0,0,0,0,137,2,0,10,0,0
2019-12-11,0,0,0,0,130,3,2,7,0,0
2019-12-12,0,0,0,0,120,2,1,3,0,0
2019-12-13,0,0,0,0,91,1,0,2,0,0
2019-12-14,0,0,0,0,85,0,0,4,0,0
2019-12-15,0,0,0,0,175,2,0,6,0,0
2019-12-16,0,0,0,0,133,2,3,2,0,0
2019-12-17,0,0,0,0,131,2,1,1,0,0
2019-12-18,0,0,0,0,169,3,0,3,0,0
2019-12-19,0,0,0,0,103,3,1,3,0,0
2019-12-20,0,0,0,0,111,1,3,3,0,0
2019-12-21,0,0,0,0,90,2,0,7,0,0
2019-12-22,0,0,0,0,107,1,0,7,0,0
2019-12-23,0,0,0,0,104,4,3,5,0,0
2019-12-24,0,0,0,0,87,6,2,3,0,0
2019-12-25,0,0,0,0,132,5,1,4,0,0
2019-12-26,0,0,0,0,178,0,0,5,0,0
2019-12-27,0,0,0,0,275,1,1,2,0,0
2019-12-28,0,0,0,0,222,5,2,4,0,0
2019-12-29,0,0,0,0,330,4,2,5,0,0
2019-12-30,0,0,0,0,579,1,0,11,0,0
2019-12-31,0,0,0,0,388,1,1,9,0,0
2020-01-01,0,0,0,0,224,1,1,4,0,0
2020-01-02,0,0,0,0,153,5,3,11,0,0
2020-01-03,0,0,0,0,150,1,0,10,0,0
2020-01-04,0,0,0,0,116,7,0,8,0,0
2020-01-05,0,0,0,0,144,3,0,1,0,0
2020-01-06,0,0,0,0,126,3,3,6,0,0
2020-01-07,0,0,0,0,119,2,2,13,0,0
2020-01-08,0,0,0,0,126,4,1,8,0,0
2020-01-09,0,0,0,0,121,2,1,8,0,0
2020-01-10,0,0,0,0,109,1,7,6,0,0
2020-01-11,0,0,0,0,103,2,0,8,0,0
2020-01-12,0,0,0,0,119,2,1,5,0,0
2020-01-13,0,0,0,0,116,4,1,7,0,0
2020-01-14,0,0,0,0,102,3,3,7,0,0
2020-01-15,0,0,0,0,133,3,1,8,0,0
2020-01-16,0,0,0,0,98,3,1,7,0,0
2020-01-17,0,0,0,0,102,6,2,5,0,0
2020-01-18,0,0,0,0,118,3,0,11,0,0
2020-01-19,0,0,0,0,128,3,0,9,0,0
2020-01-20,0,0,0,0,128,4,1,5,0,0
2020-01-21,0,0,0,0,107,4,1,9,0,0
2020-01-22,0,0,0,0,118,5,0,10,0,0
2020-01-23,0,0,0,0,96,4,0,4,0,0
2020-01-24,0,0,0,0,111,5,1,8,0,0
2020-01-25,0,0,0,0,172,5,2,6,0,0
2020-01-26,0,0,0,0,139,4,2,8,0,0
2020-01-27,0,0,0,0,128,3,2,8,0,0
2020-01-28,0,0,0,0,160,3,2,10,0,0
2020-01-29,0,0,0,0,146,4,4,4,0,0
2020-01-30,0,0,0,0,101,4,3,6,0,0
2020-01-31,0,0,0,0,87,2,1,6,0,0
2020-02-01,0,0,0,0,103,2,0,10,0,0
2020-02-02,0,0,0,0,105,0,0,11,0,0
2020-02-03,0,0,0,0,233,1,1,7,0,0
2020-02-04,0,0,0,0,106,6,0,13,0,0
2020-02-05,0,0,0,0,96,4,2,8,0,0
2020-02-06,0,0,0,0,549,7,0,9,0,0
2020-02-07,0,0,0,0,373,5,0,8,0,0
2020-02-08,0,0,0,0,137,0,2,20,0,0
2020-02-09,0,0,0,0,119,3,2,19,0,0
2020-02-10,0,0,0,0,97,5,1,7,0,0
2020-02-11,0,0,0,0,134,2,1,10,0,0
2020-02-12,0,0,0,0,115,2,1,6,0,0
2020-02-13,0,0,0,0,201,3,0,10,0,0
2020-02-14,0,0,0,0,188,7,1,9,0,0
2020-02-15,0,0,0,0,176,4,2,9,0,0
2020-02-16,0,0,0,0,641,2,1,10,0,0
2020-02-17,0,0,0,0,373,6,1,11,0,0
2020-02-18,0,0,0,0,244,3,0,8,0,0
2020-02-19,0,0,0,0,159,1,0,3,0,0
2020-02-20,0,0,0,0,152,3,3,5,0,0
2020-02-21,0,0,0,0,109,2,0,3,0,0
2020-02-22,0,0,0,0,113,2,1,5,0,0
2020-02-23,0,0,0,0,110,1,2,12,0,0
2020-02-24,0,0,0,0,120,0,1,7,0,0
2020-02-25,0,0,0,0,116,2,2,5,0,0
2020-02-26,0,0,0,0,130,3,0,9,0,0
2020-02-27,0,0,0,0,1179,4,2,6,0,0
2020-02-28,0,0,0,0,475,3,2,3,0,0
2020-02-29,0,0,0,0,744,7,0,17,0,0
2020-03-01,0,0,0,0,218,8,1,10,0,0
2020-03-02,0,0,0,0,148,0,0,3,0,0
2020-03-03,0,0,0,0,158,3,0,12,0,0
2020-03-04,0,0,0,0,135,2,1,7,0,0
2020-03-05,0,0,0,0,118,2,2,5,0,0
2020-03-06,0,0,0,0,99,20,4,7,0,0
2020-03-07,0,0,0,0,124,13,1,6,0,0
2020-03-08,0,0,0,0,235,12,1,11,0,0
2020-03-09,0,0,0,0,174,10,0,10,0,0
2020-03-10,0,0,0,0,93,19,1,7,0,0
2020-03-11,0,0,0,0,98,10,4,7,0,0
2020-03-12,0,0,0,0,82,7,1,8,0,0
2020-03-13,0,0,0,0,89,7,0,8,0,0
2020-03-14,0,0,0,0,72,11,2,10,0,0
2020-03-15,0,0,0,0,84,7,0,6,0,0
2020-03-16,0,0,0,0,59,4,3,5,0,0
2020-03-17,0,0,0,0,55,6,0,5,0,0
2020-03-18,0,0,0,0,54,5,2,5,0,0
2020-03-19,0,0,0,0,68,6,0,7,0,0
2020-03-20,0,0,0,0,61,4,1,4,0,0
2020-03-21,0,0,0,0,62,1,4,9,0,0
2020-03-22,0,0,0,0,73,11,3,16,0,0
2020-03-23,0,0,0,0,71,0,1,10,0,0
2020-03-24,0,0,0,0,82,3,2,14,0,0
2020-03-25,0,0,0,0,79,1,4,8,0,0
2020-03-26,0,0,0,0,109,6,0,17,0,0
2020-03-27,0,0,0,0,119,0,1,5,0,0
2020-03-28,0,0,0,0,100,4,2,9,0,0
2020-03-29,0,0,0,0,116,5,6,20,0,0
2020-03-30,0,0,0,0,69,6,1,7,0,0
2020-03-31,0,0,0,0,84,7,5,18,0,0
2020-04-01,0,0,0,0,65,8,1,10,0,0
2020-04-02,0,0,0,0,84,4,2,14,0,0
2020-04-03,0,0,0,0,77,7,2,13,0,0
2020-04-04,0,0,0,0,85,4,0,6,0,0
2020-04-05,0,0,0,0,90,12,1,11,0,0
2020-04-06,0,0,0,0,90,5,3,6,0,0
2020-04-07,0,0,0,0,63,4,2,11,0,0
2020-04-08,0,0,0,0,81,9,1,9,0,0
2020-04-09,0,0,0,0,81,8,0,10,0,0
2020-04-10,0,0,0,0,81,11,4,27,0,0
2020-04-11,0,0,0,0,88,4,0,11,0,0
2020-04-12,0,0,0,0,95,8,2,9,0,0
2020-04-13,0,0,0,0,106,6,3,32,0,0
2020-04-14,0,0,0,0,86,3,0,22,0,0
2020-04-15,0,0,0,0,77,9,3,15,0,0
2020-04-16,0,0,0,0,68,6,0,38,0,0
2020-04-17,0,0,0,0,73,6,1,13,0,0
2020-04-18,0,0,0,0,77,11,0,14,0,0
2020-04-19,0,0,0,0,130,8,1,6,0,0
2020-04-20,0,0,0,0,77,5,2,9,0,0
2020-04-21,0,0,0,0,98,4,0,14,0,0
2020-04-22,0,0,0,0,101,3,0,12,0,0
2020-04-23,0,0,0,0,115,4,3,7,0,0
2020-04-24,0,0,0,0,82,7,2,9,0,0
2020-04-25,0,0,0,0,74,3,1,17,0,0
2020-04-26,0,0,0,0,89,5,5,19,0,0
2020-04-27,0,0,0,0,72,7,2,14,0,0
2020-04-28,0,0,0,0,79,7,2,12,0,0
2020-04-29,0,0,0,0,59,8,4,9,0,0
2020-04-30,0,0,0,0,86,2,1,9,0,0
2020-05-01,0,0,0,0,90,3,2,8,0,0
2020-05-02,0,0,0,0,76,5,6,16,0,0
2020-05-03,0,0,0,0,95,4,3,6,0,0
2020-05-04,0,0,0,0,87,5,1,8,0,0
2020-05-05,0,0,0,0,71,5,0,11,0,0
2020-05-06,0,0,0,0,73,2,0,3,0,0
2020-05-07,0,0,0,0,79,6,0,7,0,0
2020-05-08,0,0,0,0,84,5,0,7,0,0
2020-05-09,0,0,0,0,82,4,2,21,0,0
2020-05-10,0,0,0,0,88,5,3,9,0,0
2020-05-11,0,0,0,0,82,4,2,9,0,0
2020-05-12,0,0,0,0,86,1,1,4,0,0
2020-05-13,0,0,0,0,65,2,0,7,0,0
2020-05-14,0,0,0,0,84,3,0,12,0,0
2020-05-15,0,0,0,0,87,0,1,8,0,0
2020-05-16,0,0,0,0,60,2,3,13,0,0
2020-05-17,0,0,0,0,79,3,0,4,0,0
2020-05-18,0,0,0,0,80,3,3,6,0,0
2020-05-19,0,0,0,0,98,5,1,6,0,0
2020-05-20,0,0,0,0,83,7,2,10,0,0
2020-05-21,0,0,0,0,90,8,0,8,0,0
2020-05-22,0,0,0,0,73,8,5,14,0,0
2020-05-23,0,0,0,0,87,6,5,13,0,0
2020-05-24,0,0,0,0,84,4,4,27,0,0
2020-05-25,0,0,0,0,109,8,3,10,0,0
2020-05-26,0,0,0,0,102,4,2,12,0,0
2020-05-27,0,0,0,0,60,6,1,18,0,0
2020-05-28,0,0,0,0,95,4,1,8,0,0
2020-05-29,0,0,0,0,48,4,4,7,0,0
2020-05-30,0,0,0,0,66,5,4,2,0,0
2020-05-31,0,0,0,0,69,2,1,3,0,0
2020-06-01,0,0,0,0,79,2,1,6,0,0
2020-06-02,0,0,0,0,56,3,1,7,0,0
2020-06-03,0,0,0,0,55,4,1,7,0,0
2020-06-04,0,0,0,0,76,3,0,4,0,0
2020-06-05,0,0,0,0,55,6,3,6,0,0
2020-06-06,0,0,0,0,65,0,1,4,0,0
2020-06-07,0,0,0,0,55,6,1,11,0,0
2020-06-08,0,0,0,0,87,3,3,10,0,0
2020-06-09,0,0,0,0,72,4,2,13,0,0
2020-06-10,0,0,0,0,67,2,2,4,0,0
2020-06-11,0,0,0,0,77,1,1,5,0,0
2020-06-12,0,0,0,0,82,5,1,9,0,0
2020-06-13,0,0,0,0,92,1,0,9,0,0
2020-06-14,0,0,0,0,149,2,3,4,0,0
2020-06-15,0,0,0,0,153,82,2,13,0,0
2020-06-16,0,0,0,0,132,59,0,7,0,0
2020-06-17,0,0,0,0,118,22,4,7,0,0
2020-06-18,0,0,0,0,98,15,3,3,0,0
2020-06-19,0,0,0,0,70,12,1,11,0,0
2020-06-20,0,0,0,0,75,4,2,9,0,0
2020-06-21,0,0,0,0,89,7,0,8,0,0
2020-06-22,0,0,0,0,90,9,1,5,0,0
2020-06-23,0,0,0,0,100,4,0,0,0,0
2020-06-24,0,0,0,0,89,1,2,4,0,0
2020-06-25,0,0,0,0,70,8,0,4,0,0
2020-06-26,0,0,0,0,52,3,0,1,0,0
2020-06-27,0,0,0,0,84,6,0,37,0,0
2020-06-28,0,0,0,0,102,2,1,42,0,0
2020-06-29,0,0,0,0,88,4,1,33,0,0
2020-06-30,0,0,0,0,83,6,0,41,0,0
2020-07-01,0,0,0,0,57,2,4,41,0,0
2020-07-02,0,0,0,0,71,6,0,47,0,0
2020-07-03,0,0,0,0,83,5,2,26,0,0
2020-07-04,0,0,0,0,84,4,2,36,0,0
2020-07-05,0,0,0,0,95,7,0,33,0,0
2020-07-06,0,0,0,0,98,5,0,32,0,0
2020-07-07,0,0,0,0,71,0,2,134,0,0
2020-07-08,0,0,0,0,79,3,3,32,0,0
2020-07-09,0,0,0,0,71,2,2,34,0,0
2020-07-10,0,0,0,0,96,6,1,29,0,0
2020-07-11,0,0,0,0,75,6,0,41,0,0
2020-07-12,0,0,0,0,77,4,1,30,0,0
2020-07-13,0,0,0,0,78,4,0,53,0,0
2020-07-14,0,0,0,0,90,11,0,25,0,0
2020-07-15,0,0,0,0,80,7,1,21,0,0
2020-07-16,0,0,0,0,67,6,4,16,0,0
2020-07-17,0,0,0,0,69,9,4,25,0,0
2020-07-18,0,0,0,0,87,5,2,12,0,0
2020-07-19,0,0,0,0,108,6,1,13,0,0
2020-07-20,0,0,0,0,79,4,1,22,0,0
2020-07-21,0,0,0,0,75,1,1,19,0,0
2020-07-22,0,0,0,0,75,5,0,22,0,0
2020-07-23,0,0,0,0,68,2,0,16,0,0
2020-07-24,0,0,0,0,70,3,0,14,0,0
2020-07-25,0,0,0,0,79,7,3,4,0,0
2020-07-26,0,0,0,0,155,2,3,12,0,0
2020-07-27,0,0,0,0,103,6,0,15,0,0
2020-07-28,0,0,0,0,65,4,0,6,0,0
2020-07-29,0,0,0,0,185,2,1,12,0,0
2020-07-30,0,0,0,0,557,1,1,12,0,0
2020-07-31,0,0,0,0,231,6,3,6,0,0
2020-08-01,0,0,0,0,153,3,0,6,0,0
2020-08-02,0,0,0,0,230,1,1,3,0,0
2020-08-03,0,0,0,0,133,3,4,9,0,0
2020-08-04,0,0,0,0,148,1,0,5,0,0
2020-08-05,0,0,0,0,139,1,1,8,0,0
2020-08-06,0,0,0,0,248,2,1,5,0,0
2020-08-07,0,0,0,0,272,3,2,9,0,0
2020-08-08,0,0,0,0,142,3,1,5,0,0
2020-08-09,0,0,0,0,124,1,0,50,0,0
2020-08-10,0,0,0,0,92,2,2,6,0,0
2020-08-11,0,0,0,0,130,3,0,8,0,0
2020-08-12,0,0,0,0,82,2,1,7,0,0
2020-08-13,0,0,0,0,85,3,1,15,0,0
2020-08-14,0,0,0,0,103,9,0,12,0,0
2020-08-15,0,0,0,0,67,5,2,8,0,0
2020-08-16,0,0,0,0,78,2,1,21,0,0
2020-08-17,0,0,0,0,96,4,5,17,0,0
2020-08-18,0,0,0,0,73,4,2,9,0,0
2020-08-19,0,0,0,0,67,5,3,15,0,0
2020-08-20,0,0,0,0,85,6,0,14,0,0
2020-08-21,0,0,0,0,59,4,2,14,0,0
2020-08-22,0,0,0,0,56,1,1,6,0,0
2020-08-23,0,0,0,0,73,6,1,31,0,0
2020-08-24,0,0,0,0,94,5,2,16,0,0
2020-08-25,0,0,0,0,65,2,1,26,0,0
2020-08-26,0,0,0,0,77,3,6,17,0,0
2020-08-27,0,0,0,0,73,5,3,12,0,0
2020-08-28,0,0,0,0,65,5,4,8,0,0
2020-08-29,0,0,0,0,76,5,6,48,0,0
2020-08-30,0,0,0,0,81,15,20,90,0,0
2020-08-31,0,0,0,0,70,6,6,61,0,0
2020-09-01,0,0,0,0,91,10,10,67,0,0
2020-09-02,0,0,0,0,76,13,4,87,0,0
2020-09-03,0,0,0,0,82,7,2,79,0,0
2020-09-04,0,0,0,0,72,9,0,49,0,0
2020-09-05,0,0,0,0,72,7,1,123,0,0
2020-09-06,0,0,0,0,90,7,3,90,0,0
2020-09-07,0,0,0,0,79,5,1,25,0,0
2020-09-08,0,0,0,0,109,4,3,65,0,0
2020-09-09,0,0,0,0,76,6,6,85,0,0
2020-09-10,0,0,0,0,82,3,2,69,0,0
2020-09-11,0,0,0,0,83,5,2,84,0,0
2020-09-12,0,0,0,0,91,11,2,166,0,0
2020-09-13,0,0,0,0,72,8,6,133,0,0
2020-09-14,0,0,0,0,90,5,2,35,0,0
2020-09-15,0,0,0,0,61,5,2,76,0,0
2020-09-16,0,0,0,0,83,11,5,114,0,0
2020-09-17,0,0,0,0,60,11,2,75,0,0
2020-09-18,0,0,0,0,62,10,1,82,0,0
2020-09-19,0,0,0,0,65,11,2,98,0,0
2020-09-20,0,0,0,0,66,13,2,130,0,0
2020-09-21,0,0,0,0,78,10,6,40,0,0
2020-09-22,0,0,0,0,70,8,3,22,0,0
2020-09-23,0,0,0,0,80,5,3,12,0,0
2020-09-24,0,0,0,0,130,0,2,21,0,0
2020-09-25,0,0,0,0,182,7,3,28,0,0
2020-09-26,0,0,0,0,97,6,2,27,0,0
2020-09-27,0,0,0,0,120,6,1,100,0,0
2020-09-28,0,0,0,0,87,1,4,14,0,0
2020-09-29,0,0,0,0,69,7,3,4,0,0
2020-09-30,0,0,0,0,63,9,0,32,0,0
2020-10-01,0,0,0,0,78,7,2,11,0,0
2020-10-02,0,0,0,0,70,10,1,14,0,0
2020-10-03,0,0,0,0,80,4,4,12,0,0
2020-10-04,0,0,0,0,79,6,1,37,0,0
2020-10-05,0,0,0,0,79,10,1,20,0,0
2020-10-06,0,0,0,0,58,7,1,13,0,0
2020-10-07,0,0,0,0,71,11,4,9,0,0
2020-10-08,0,0,0,0,68,3,0,7,0,0
2020-10-09,0,0,0,0,74,4,3,6,0,0
2020-10-10,0,0,0,0,70,1,4,11,0,0
2020-10-11,0,0,0,0,79,3,1,14,0,0
2020-10-12,0,0,0,0,87,4,1,9,0,0
2020-10-13,0,0,0,0,57,4,2,9,0,0
2020-10-14,0,0,0,0,80,4,0,14,0,0
2020-10-15,0,0,0,0,86,9,0,9,0,0
2020-10-16,0,0,0,0,44,3,3,8,0,0
2020-10-17,0,0,0,0,63,1,1,6,0,0
2020-10-18,0,0,0,0,75,2,4,9,0,0
2020-10-19,0,0,0,0,60,9,0,14,0,0
2020-10-20,0,0,0,0,62,6,2,19,0,0
2020-10-21,0,0,0,0,442,18,2,14,0,0
2020-10-22,0,0,0,0,218,5,5,22,0,0
2020-10-23,0,0,0,0,68,3,2,18,0,0
2020-10-24,0,0,0,0,62,7,4,19,0,0
2020-10-25,0,0,0,0,80,6,0,24,0,0
2020-10-26,0,0,0,0,80,5,1,18,0,0
2020-10-27,0,0,0,0,64,8,1,19,0,0
2020-10-28,0,0,0,0,58,6,2,29,0,0
2020-10-29,0,0,0,0,63,12,4,25,0,0
2020-10-30,0,0,0,0,60,12,3,16,0,0
2020-10-31,0,0,0,0,64,3,4,46,0,0
2020-11-01,0,0,0,0,55,2,6,31,0,0
2020-11-02,0,0,0,0,69,4,2,15,0,0
2020-11-03,0,0,0,0,61,7,1,10,0,0
2020-11-04,0,0,0,0,42,1,1,11,0,0
2020-11-05,0,0,0,0,78,1,2,12,0,0
2020-11-06,0,0,0,0,52,4,0,26,0,0
2020-11-07,0,0,0,0,69,1,2,33,0,0
2020-11-08,0,0,0,0,72,2,3,29,0,0
2020-11-09,0,0,0,0,63,3,4,5,0,0
2020-11-10,0,0,0,0,90,5,2,11,0,0
2020-11-11,0,0,0,0,73,2,3,6,0,0
2020-11-12,0,0,0,0,66,3,0,3,0,0
2020-11-13,0,0,0,0,68,1,1,4,0,0
2020-11-14,0,0,0,0,81,3,1,4,0,0
2020-11-15,0,0,0,0,223,0,1,3,0,0
2020-11-16,0,0,0,0,100,2,3,5,0,0
2020-11-17,0,0,0,0,73,0,1,6,0,0
2020-11-18,0,0,0,0,65,3,0,4,0,0
2020-11-19,0,0,0,0,70,47,0,1,0,0
2020-11-20,0,0,0,0,48,26,0,2,0,0
2020-11-21,0,0,0,0,71,5,1,8,0,0
2020-11-22,0,0,0,0,56,1,0,3,0,0
2020-11-23,0,0,0,0,62,6,2,4,0,0
2020-11-24,0,0,0,0,72,4,4,1,0,0
2020-11-25,0,0,0,0,51,1,0,2,0,0
2020-11-26,0,0,0,0,57,3,2,3,0,0
2020-11-27,0,0,0,0,81,2,0,3,0,0
2020-11-28,0,0,0,0,82,0,0,7,0,0
2020-11-29,0,0,0,0,81,2,0,5,0,0
2020-11-30,0,0,0,0,55,3,2,2,0,0
2020-12-01,0,0,0,0,47,1,0,3,0,0
2020-12-02,0,0,0,0,53,3,5,1,0,0
2020-12-03,0,0,0,0,53,2,0,4,0,0
2020-12-04,0,0,0,0,52,1,0,5,0,0
2020-12-05,0,0,0,0,61,2,2,1,0,0
2020-12-06,0,0,0,0,62,1,1,5,0,0
2020-12-07,0,0,0,0,66,2,0,7,0,0
2020-12-08,0,0,0,0,60,7,0,3,0,0
2020-12-09,0,0,0,0,61,6,0,3,0,0
2020-12-10,0,0,0,0,71,9,1,3,0,0
2020-12-11,0,0,0,0,46,2,1,3,0,0
2020-12-12,0,0,0,0,45,1,0,8,0,0
2020-12-13,0,0,0,0,49,2,0,2,0,0
2020-12-14,0,0,0,0,56,1,0,2,0,0
2020-12-15,0,0,0,0,48,0,0,2,0,0
2020-12-16,0,0,0,0,57,1,0,2,0,0
2020-12-17,0,0,0,0,61,2,2,2,0,0
2020-12-18,0,0,0,0,54,4,2,1,0,0
2020-12-19,0,0,0,0,46,2,0,5,0,0
2020-12-20,0,0,0,0,71,4,0,9,0,0
2020-12-21,0,0,0,0,71,1,0,5,0,0
2020-12-22,0,0,0,0,65,3,2,2,0,0
2020-12-23,0,0,0,0,41,2,0,3,0,0
2020-12-24,0,0,0,0,62,3,0,3,0,0
2020-12-25,0,0,0,0,62,2,2,3,0,0
2020-12-26,0,0,0,0,59,0,1,0,0,0
2020-12-27,0,0,0,0,72,1,4,5,0,0
2020-12-28,0,0,0,0,56,5,2,2,0,0
2020-12-29,0,0,0,0,74,4,0,6,0,0
2020-12-30,0,0,0,0,72,1,0,2,0,0
2020-12-31,0,0,0,0,70,4,1,1,0,0
2021-01-01,0,0,0,0,79,1,2,5,0,0
2021-01-02,0,0,0,0,65,1,2,8,0,0
2021-01-03,0,0,0,0,101,5,0,3,0,0
2021-01-04,0,0,0,0,80,2,0,6,0,0
2021-01-05,0,0,0,0,74,3,1,5,0,0
2021-01-06,0,0,0,0,55,3,2,5,0,0
2021-01-07,0,0,0,0,78,0,0,3,0,0
2021-01-08,0,0,0,0,60,2,0,2,0,0
2021-01-09,0,0,0,0,63,5,3,3,0,0
2021-01-10,0,0,0,0,58,3,2,3,0,0
2021-01-11,0,0,0,0,64,2,0,1,0,0
2021-01-12,0,0,0,0,66,2,1,2,0,0
2021-01-13,0,0,0,0,65,1,4,4,0,0
2021-01-14,0,0,0,0,62,2,4,3,0,0
2021-01-15,0,0,0,0,73,0,0,4,0,0
2021-01-16,0,0,0,0,49,2,0,2,0,0
2021-01-17,0,0,0,0,71,2,0,5,0,0
2021-01-18,0,0,0,0,67,1,0,1,0,0
2021-01-19,0,0,0,0,77,2,0,3,0,0
2021-01-20,0,0,0,0,58,0,3,1,0,0
2021-01-21,0,0,0,0,72,3,5,0,0,0
2021-01-22,0,0,0,0,60,4,2,10,0,0
2021-01-23,0,0,0,0,63,1,0,4,0,0
2021-01-24,0,0,0,0,72,2,2,2,0,0
2021-01-25,0,0,0,0,79,0,2,4,0,0
2021-01-26,0,0,0,0,92,3,0,6,0,0
2021-01-27,0,0,0,0,70,1,1,2,0,0
2021-01-28,0,0,0,0,59,1,2,5,0,0
2021-01-29,0,0,0,0,55,1,4,10,0,0
2021-01-30,0,0,0,0,62,1,0,3,0,0
2021-01-31,0,0,0,0,71,4,2,1,0,0
